APMC,Commodity,Year,min_price,max_price,absolute_fluctuation,relative_fluctuation
Udgir,Soybean,2015,3600,3650,50,1.3888888888888888
Pandharkawada,Cotton,2015,4100,4150,50,1.2195121951219512
Newasa,Sorgum(Jawar),2016,1658,1708,50,3.0156815440289506
Barshi-Vairag,Black Gram,2015,10300,10350,50,0.4854368932038835
Akkalkuwa,Sorgum(Jawar),2016,1300,1350,50,3.8461538461538463
Dhule,Castor Seed,2015,3050,3100,50,1.639344262295082
Kolhapur-Malkapur,SNAKE GOURD,2016,100,150,50,50.0
Dound,Gram,2014,2335,2385,50,2.1413276231263385
Kalvan,Soybean,2016,3700,3750,50,1.3513513513513513
Khed (Shel Pimpalgaon),Brinjal,2016,2304,2354,50,2.170138888888889
Bhokardan,Gram,2015,3100,3150,50,1.6129032258064515
Gevrai,Sesamum,2015,10220,10270,50,0.4892367906066536
Palus,Sweet Potato,2016,850,900,50,5.882352941176471
Kolhapur-Malkapur,Snake Gourd,2016,100,150,50,50.0
Udgir,Soybean,2015,3883,3933,50,1.2876641771825907
Digras,Black Gram,2015,8525,8575,50,0.5865102639296188
Tasgaon,Maize,2014,1350,1400,50,3.7037037037037037
Barshi,Cabbage,2015,50,100,50,100.0
Kalamb (Os),Sunflower,2015,3005,3055,50,1.663893510815308
Jintur-Bori,Wheat(Husked),2015,1538,1588,50,3.250975292587776
Sailu,Bajri,2016,1500,1550,50,3.3333333333333335
Mantha,BAJRI,2016,1400,1450,50,3.5714285714285716
Kolhapur,Banana,2015,609,659,50,8.210180623973727
Mangaon(Bhadav),Paddy-Unhusked,2015,1300,1350,50,3.8461538461538463
Ambejogai,Wheat(Husked),2014,1561,1611,50,3.2030749519538757
Akhadabalapur,Wheat(Husked),2015,1788,1838,50,2.796420581655481
Brahmpuri,Paddy-Unhusked,2015,1900,1950,50,2.6315789473684212
Kalvan,Maize,2016,1676,1726,50,2.983293556085919
Brahmpuri,Paddy-Unhusked,2015,1900,1950,50,2.6315789473684212
Ghansawangi,Wheat(Husked),2014,1800,1850,50,2.7777777777777777
Partur,BAJRI,2016,1250,1300,50,4.0
Barshi,Cabbage,2016,50,100,50,100.0
Navapur,Cotton,2015,3580,3630,50,1.3966480446927374
Jalgaon,Cotton,2015,3900,3950,50,1.2820512820512822
Beed,Soybean,2016,3638,3688,50,1.3743815283122596
Brahmpuri,Paddy-Unhusked,2016,1821,1871,50,2.745744096650192
Nandurbar,Cluster Bean,2016,3567,3617,50,1.4017381553125876
Akola,Bajri,2015,1200,1250,50,4.166666666666667
Nandurbar,Soybean,2015,3546,3596,50,1.410039481105471
Barshi,Tomato,2015,100,150,50,50.0
Barshi,Spinach,2016,250,300,50,20.0
Barshi,Tomato,2015,100,150,50,50.0
Jalgaon Jamod,Sorgum(Jawar),2015,1250,1300,50,4.0
Kurdwadi,Wheat(Husked),2016,2167,2217,50,2.3073373327180433
Sillod-Bharadi,Bajri,2015,1200,1250,50,4.166666666666667
Navapur,Sorgum(Jawar),2016,1819,1869,50,2.748763056624519
Kannad,Maize,2014,1050,1100,50,4.761904761904762
Beed,Maize,2015,1276,1326,50,3.9184952978056424
Mangrulpeer,Green Gram,2014,7301,7351,50,0.6848376934666484
Bhokardan,Sorgum(Jawar),2016,1603,1653,50,3.119151590767311
Shirur,Maize,2015,1195,1245,50,4.184100418410042
Bhokardan,Sorgum(Jawar),2016,1488,1538,50,3.360215053763441
Barshi,Maize,2016,1723,1773,50,2.901915264074289
Mangaon(Bhadav),Paddy-Unhusked,2016,1410,1460,50,3.5460992907801416
Ambejogai,Maize,2014,1250,1300,50,4.0
Khed (Shel Pimpalgaon),Brinjal,2015,1101,1151,50,4.541326067211626
Ambejogai,Safflower,2014,2250,2300,50,2.2222222222222223
Khed (Shel Pimpalgaon),Cucumber,2016,329,379,50,15.19756838905775
Vaduj,Wheat(Husked),2015,1500,1550,50,3.3333333333333335
Parbhani,Cotton,2015,3900,3950,50,1.2820512820512822
Ghatanji,Gram,2015,3150,3200,50,1.5873015873015872
Jintur-Bori,Gram,2016,4884,4934,50,1.0237510237510237
Ahmednagar,Wheat(Husked),2016,1831,1881,50,2.7307482250136537
Shirur,Ground Nut Pods (Dry),2015,3200,3250,50,1.5625
Ner Parasopant,Gram,2015,3700,3750,50,1.3513513513513513
Parli-Vaijnath,Bajri,2015,1399,1449,50,3.5739814152966405
Barshi,Kharbuj,2015,50,100,50,100.0
Devani,GREEN GRAM,2016,4486,4536,50,1.1145786892554614
Umared,Lang,2014,1514,1564,50,3.3025099075297226
Shirur,Green Gram,2014,5863,5913,50,0.8528057308545114
Parli-Vaijnath,Wheat(Husked),2014,1353,1403,50,3.695491500369549
Kurdwadi,Wheat(Husked),2015,1578,1628,50,3.1685678073510775
Aheri,Sorgum(Jawar),2015,1150,1200,50,4.3478260869565215
Mantha,Gram,2014,2500,2550,50,2.0
Jawala-Bajar,Pigeon Pea (Tur),2015,4350,4400,50,1.1494252873563218
Bhokardan-Pimpalgaon Renu,Gram,2014,3050,3100,50,1.639344262295082
Shrirampur-Belapur,Sorgum(Jawar),2015,1050,1100,50,4.761904761904762
Vaduj,Maize,2015,1383,1433,50,3.6153289949385394
Washim,Mustard,2015,3100,3150,50,1.6129032258064515
Washim,Mustard,2015,3000,3050,50,1.6666666666666667
Mantha,Bajri,2015,1200,1250,50,4.166666666666667
Sangamner,Maize,2015,1350,1400,50,3.7037037037037037
Jalna-Badnapur,Bajri,2015,1342,1392,50,3.7257824143070044
Bhokardan-Pimpalgaon Renu,Soybean,2015,3188,3238,50,1.5683814303638646
Latur-Murud,Soybean,2015,3250,3300,50,1.5384615384615385
Varud,PIGEON PEA (TUR),2016,5350,5400,50,0.9345794392523364
Raver,Bajri,2015,1191,1241,50,4.198152812762385
Newasa,Cotton,2015,4050,4100,50,1.2345679012345678
Paranda,Maize,2015,1491,1541,50,3.35345405767941
Akhadabalapur,Sorgum(Jawar),2015,1500,1550,50,3.3333333333333335
Sillod-Bharadi,Gram,2015,4000,4050,50,1.25
Udgir,Wheat(Husked),2015,1332,1382,50,3.7537537537537538
Newasa,Bajri,2015,1323,1373,50,3.7792894935752077
Newasa,Bajri,2015,1325,1375,50,3.7735849056603774
Manchar,Potato,2015,850,900,50,5.882352941176471
Umarkhed,Cotton,2015,3900,3950,50,1.2820512820512822
Vaduj,Bajri,2015,1400,1450,50,3.5714285714285716
Akhadabalapur,Sorgum(Jawar),2015,1600,1650,50,3.125
Akhadabalapur,Sorgum(Jawar),2015,1550,1600,50,3.225806451612903
Kalamb (Os),Maize,2016,1403,1453,50,3.563791874554526
Kannad,Gram,2016,3900,3950,50,1.2820512820512822
Mangalwedha,Wheat(Unhusked),2016,2800,2850,50,1.7857142857142858
Gondpimpri,Gram,2014,3025,3075,50,1.6528925619834711
Khed (Shel Pimpalgaon),Tomato,2016,750,800,50,6.666666666666667
Sadak Arjuni,Paddy-Unhusked,2016,1600,1650,50,3.125
Bhokardan,BLACK GRAM,2016,5000,5050,50,1.0
Varud-Rajura Bazar,Sorgum(Jawar),2015,1243,1293,50,4.022526146419952
Washim,Green Gram,2016,5225,5275,50,0.9569377990430622
Paranda,Green Gram,2015,6300,6350,50,0.7936507936507936
Barshi,Capsicum,2015,100,150,50,50.0
Umarga,Bajri,2016,1221,1271,50,4.095004095004095
Sillod-Bharadi,Wheat(Husked),2016,1571,1621,50,3.1826861871419476
Sonpeth,Sesamum,2016,5088,5138,50,0.9827044025157232
Osmanabad,Tomato,2016,650,700,50,7.6923076923076925
Indapur-Bhigwan,Sunflower,2014,2800,2850,50,1.7857142857142858
Indapur,MAIZE,2016,1231,1281,50,4.061738424045491
Raver-Sawada,Maize,2016,1400,1450,50,3.5714285714285716
Baramati,Banana,2015,200,250,50,25.0
Kalamb (Os),Tamarind,2015,3656,3706,50,1.3676148796498906
Murum,Pigeon Pea (Tur),2015,9667,9717,50,0.5172235440157236
Bhiwapur,Green Gram,2016,4850,4900,50,1.0309278350515463
Murum,Pigeon Pea (Tur),2015,7700,7750,50,0.6493506493506493
Dudhani,Maize,2016,1510,1560,50,3.3112582781456954
Bhiwapur,Green Peas (Dry),2016,2800,2850,50,1.7857142857142858
Lasalgaon-Niphad,Maize,2015,1245,1295,50,4.016064257028113
Koregaon,Cowpea,2016,4250,4300,50,1.1764705882352942
Udgir,Tamarind Seed,2016,1700,1750,50,2.9411764705882355
Chandrapur,Cotton,2016,4500,4550,50,1.1111111111111112
Osmanabad,Potato,2015,500,550,50,10.0
Achalpur,Mustard,2016,3250,3300,50,1.5384615384615385
Kalamnuri,Gram,2015,3600,3650,50,1.3888888888888888
Chalisgaon,Cucumber,2016,1550,1600,50,3.225806451612903
Lakhandur,Pigeon Pea (Tur),2016,6507,6557,50,0.768403258029814
Jawala-Bajar,Wheat(Husked),2016,1700,1750,50,2.9411764705882355
Alibag,Paddy-Unhusked,2016,1500,1550,50,3.3333333333333335
Nira-Saswad,Maize,2016,1631,1681,50,3.065603923973023
Ausa,Sunflower,2015,3032,3082,50,1.6490765171503958
Raver-Sawada,Wheat(Husked),2016,1700,1750,50,2.9411764705882355
Lohara,Sorgum(Jawar),2016,1950,2000,50,2.5641025641025643
Chalisgaon,Castor Seed,2016,2750,2800,50,1.8181818181818181
Bhokardan-Pimpalgaon Renu,Gram,2016,7000,7050,50,0.7142857142857143
Kalvan,Pigeon Pea (Tur),2014,3050,3100,50,1.639344262295082
Shevgaon-Bodhegaon,Wheat(Husked),2015,1700,1750,50,2.9411764705882355
Shevgaon-Bodhegaon,Wheat(Husked),2015,1621,1671,50,3.0845157310302285
Alibag,Paddy-Unhusked,2016,1500,1550,50,3.3333333333333335
Baramati,Pigeon Pea (Tur),2015,7500,7550,50,0.6666666666666666
Shevgaon,Maize,2015,1275,1325,50,3.9215686274509802
Achalpur,Rice(Paddy-Hus),2014,1700,1750,50,2.9411764705882355
Shirpur,Maize,2015,1247,1297,50,4.0096230954290295
Ahmedpur,Tamarind,2015,2500,2550,50,2.0
Tadkalas,Ground Nut Pods (Dry),2014,1876,1926,50,2.6652452025586353
Alibag,Paddy-Unhusked,2016,1450,1500,50,3.4482758620689653
Jalgaon,Wheat(Husked),2016,1433,1483,50,3.4891835310537336
Balapur,Bajri,2015,1250,1300,50,4.0
Jalgaon,Maize,2014,1250,1300,50,4.0
Vaduj,Maize,2014,1350,1400,50,3.7037037037037037
Indapur-Bhigwan,Sunflower,2016,2700,2750,50,1.8518518518518519
Lohara,Soybean,2016,3570,3620,50,1.4005602240896358
Achalpur,Maize,2016,1550,1600,50,3.225806451612903
Shrirampur,Bajri,2015,1446,1496,50,3.4578146611341634
Ahmedpur,Maize,2016,1303,1353,50,3.837298541826554
Kada,Soybean,2015,3150,3200,50,1.5873015873015872
Murud,Paddy-Unhusked,2016,1450,1500,50,3.4482758620689653
Naigaon,Sorgum(Jawar),2014,1000,1050,50,5.0
Murud,Paddy-Unhusked,2016,1493,1543,50,3.348961821835231
Soygaon,Maize,2015,1033,1083,50,4.84027105517909
Achalpur,Green Gram,2015,5800,5850,50,0.8620689655172413
Kada,Tamarind,2015,3600,3650,50,1.3888888888888888
Rahata,Melon,2016,326,376,50,15.337423312883436
Kada,Sunflower,2015,3008,3058,50,1.6622340425531914
Hadgaon,Sorgum(Jawar),2014,1550,1600,50,3.225806451612903
Jalgaon,Green Gram,2016,5470,5520,50,0.9140767824497258
Bhiwapur,Wheat(Husked),2016,1400,1450,50,3.5714285714285716
Bhiwapur,Paddy-Unhusked,2016,2300,2350,50,2.1739130434782608
Aurangabad,Banana,2015,600,650,50,8.333333333333334
Nagpur,Custard Apple,2015,200,250,50,25.0
Jalgaon,Maize,2016,1607,1657,50,3.1113876789047916
Bhokardan-Pimpalgaon Renu,Green Gram,2016,4300,4350,50,1.1627906976744187
Fulambri,Maize,2016,1350,1400,50,3.7037037037037037
Soygaon,Cotton,2015,3950,4000,50,1.2658227848101267
Kille Dharur,Niger-Seed,2015,4000,4050,50,1.25
Bhiwapur,Gram,2015,3900,3950,50,1.2820512820512822
Naigaon,COTTON,2016,4800,4850,50,1.0416666666666667
Dhadgaon,Sorgum(Jawar),2016,1200,1250,50,4.166666666666667
Islampur,Brinjal,2014,150,200,50,33.333333333333336
Tuljapur,Pigeon Pea (Tur),2016,8215,8265,50,0.6086427267194157
Murtizapur,Sunflower,2015,2901,2951,50,1.723543605653223
Rahata,Papai,2016,550,600,50,9.090909090909092
Patur,Gram,2015,3150,3200,50,1.5873015873015872
Bhiwapur,Soybean,2016,3500,3550,50,1.4285714285714286
Bhokar,Sunflower,2015,3100,3150,50,1.6129032258064515
Karmala,Bajri,2016,1851,1901,50,2.7012425715829282
Sillod,Bajri,2015,1243,1293,50,4.022526146419952
Yeotmal,Wheat(Husked),2015,1536,1586,50,3.2552083333333335
Jalna-Badnapur,Bajri,2016,1675,1725,50,2.985074626865672
Sengaon,Sorgum(Jawar),2015,1350,1400,50,3.7037037037037037
Lasur Station,Soybean,2016,3463,3513,50,1.443834825295986
Telhara,COTTON,2016,4850,4900,50,1.0309278350515463
Bhokardan-Pimpalgaon Renu,SORGUM(JAWAR),2016,1600,1650,50,3.125
Baramati,Wheat(Unhusked),2016,3523,3573,50,1.419244961680386
Achalpur,Green Gram,2016,5250,5300,50,0.9523809523809523
Barshi,Wheat(Unhusked),2014,2613,2663,50,1.9135093761959434
Barshi,Flower,2014,52,102,50,96.15384615384616
Umarkhed,Cotton,2015,3900,3950,50,1.2820512820512822
Purna,Green Gram,2015,8260,8310,50,0.6053268765133172
Sangamner,Gram,2014,3238,3288,50,1.5441630636195183
Nira,Maize,2015,1400,1450,50,3.5714285714285716
Ausa,Sunflower,2015,3116,3166,50,1.6046213093709885
Mahad,Paddy-Unhusked,2015,1400,1450,50,3.5714285714285716
Kalamb (Os),Jaggery,2014,2250,2300,50,2.2222222222222223
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),2016,1480,1530,50,3.3783783783783785
Sillod,Sorgum(Jawar),2014,1400,1450,50,3.5714285714285716
Barshi,Cucumber,2014,67,117,50,74.6268656716418
Gangapur,Pigeon Pea (Tur),2014,4750,4800,50,1.0526315789473684
Lonand,Maize,2014,1383,1433,50,3.6153289949385394
Lasalgaon-Vinchur,Bajri,2015,1482,1532,50,3.3738191632928474
Nira-Saswad,Maize,2016,1450,1500,50,3.4482758620689653
Pune-Pimpri,Hemp-Seed,2016,250,300,50,20.0
Washim,Bajri,2015,1400,1450,50,3.5714285714285716
Arvi,Cotton,2015,4064,4114,50,1.2303149606299213
Jalkot,Sorgum(Jawar),2015,1275,1325,50,3.9215686274509802
Arvi,Cotton,2016,4599,4649,50,1.0871928680147858
Aheri,Sesamum,2016,4821,4871,50,1.0371292263015972
Jalna,Green Gram,2015,6450,6500,50,0.7751937984496124
Bhiwapur,Paddy-Unhusked,2015,1800,1850,50,2.7777777777777777
Indapur-Bhigwan,Black Gram,2015,6500,6550,50,0.7692307692307693
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),2016,1606,1656,50,3.1133250311332503
Umarga,Paddy-Unhusked,2015,1210,1260,50,4.132231404958677
Dhadgaon,Maize,2016,1283,1333,50,3.897116134060795
Murum,Bajri,2016,1600,1650,50,3.125
Barshi,Ridge Gourd,2015,80,129,49,61.25
Shirur,Maize,2016,1314,1363,49,3.7290715372907153
Gondpimpri,Paddy-Unhusked,2016,2348,2397,49,2.0868824531516186
Pandharpur,Gram,2016,5051,5100,49,0.9701049297168878
Aamgaon,Paddy-Unhusked,2015,1481,1530,49,3.3085752869682645
Kalamb (Os),Maize,2015,1192,1241,49,4.110738255033557
Barshi,Tomato,2014,66,115,49,74.24242424242425
Islampur,Cabbage,2016,38,87,49,128.94736842105263
Pachora,Pigeon Pea (Tur),2016,5229,5278,49,0.9370816599732262
Palam,Soybean,2016,3551,3600,49,1.3798929878907351
Pavani,Paddy-Unhusked,2016,2058,2107,49,2.380952380952381
Loha,Ground Nut Pods (Dry),2016,5501,5550,49,0.8907471368842028
Kada,Sunflower,2014,2972,3021,49,1.648721399730821
Nanded,Wheat(Husked),2016,1607,1656,49,3.0491599253266957
Dharangaon,Sorgum(Jawar),2016,1511,1560,49,3.242885506287227
Barshi,Tomato,2015,48,97,49,102.08333333333333
Manchar,Kanda Pat,2014,802,851,49,6.109725685785536
Ahmedpur,Maize,2016,1281,1330,49,3.8251366120218577
Dondaicha,Pigeon Pea (Tur),2014,4033,4082,49,1.2149764443342426
Kej,Pigeon Pea (Tur),2014,4366,4415,49,1.1223087494273936
Hingoli-Kanegaon Naka,SOYBEAN,2016,2854,2903,49,1.7168885774351788
Tuljapur,Gram,2016,5308,5357,49,0.9231348907309721
Ramtek,Gram,2015,3451,3500,49,1.4198782961460445
Murud,Paddy-Unhusked,2016,1499,1548,49,3.268845897264843
Purna,Soybean,2016,3260,3309,49,1.5030674846625767
Indapur-Bhigwan,Rice(Paddy-Hus),2015,1391,1440,49,3.5226455787203452
Alibag,Paddy-Unhusked,2016,1499,1548,49,3.268845897264843
Gangapur,Maize,2016,1712,1761,49,2.8621495327102804
Pandharpur,Wheat(Husked),2015,1521,1570,49,3.2215647600262987
Dondaicha-Sindkheda,Sorgum(Jawar),2016,1449,1498,49,3.3816425120772946
Lonar,Neem-Seed,2016,1042,1091,49,4.702495201535509
Kej,Maize,2016,1424,1473,49,3.441011235955056
Gangapur,Maize,2016,1569,1618,49,3.123008285532186
Ahmednagar,Maize,2015,1425,1474,49,3.43859649122807
Udgir,Soybean,2015,3774,3823,49,1.298357180710122
Varud-Rajura Bazar,Wheat(Husked),2016,1549,1598,49,3.1633311814073597
Bhokardan,SOYBEAN,2016,2692,2741,49,1.8202080237741456
Mohol,Maize,2015,1119,1168,49,4.378909740840036
Bhokardan-Pimpalgaon Renu,Maize,2016,1574,1623,49,3.1130876747141043
Pandharpur,Wheat(Husked),2015,1484,1533,49,3.30188679245283
Bhusaval,Wheat(Husked),2015,1380,1428,48,3.4782608695652173
Pandharpur,Wheat(Husked),2014,1502,1550,48,3.195739014647137
Indapur,Banana,2016,360,408,48,13.333333333333334
Jalgaon,Maize,2015,1363,1411,48,3.521643433602348
Savner,Sorgum(Jawar),2016,1261,1309,48,3.8065027755749403
Nanded,Wheat(Husked),2015,1518,1566,48,3.1620553359683794
Katol,WHEAT(HUSKED),2016,1930,1978,48,2.4870466321243523
Sinner,Tamarind,2016,1530,1578,48,3.1372549019607843
Bhokardan-Pimpalgaon Renu,Maize,2015,1225,1273,48,3.9183673469387754
Sakri,Maize,2015,1070,1118,48,4.485981308411215
Mangaon(Bhadav),Paddy-Unhusked,2015,1302,1350,48,3.686635944700461
Shevgaon,Maize,2015,1400,1448,48,3.4285714285714284
Manmad,Maize,2015,1324,1372,48,3.6253776435045317
Jalgaon,Bajri,2014,1400,1448,48,3.4285714285714284
Sengaon,Green Gram,2016,5259,5307,48,0.9127210496292071
Washim-Ansing,Sorgum(Jawar),2016,1385,1433,48,3.4657039711191335
Shegaon,Bajri,2016,1270,1318,48,3.779527559055118
Raver,Maize,2016,1474,1522,48,3.2564450474898234
Savner,Wheat(Husked),2014,1341,1389,48,3.5794183445190155
Murum,Soybean,2015,3708,3756,48,1.2944983818770226
Palghar(Bevur),Rice(Paddy-Hus),2016,2640,2688,48,1.8181818181818181
Barshi,Maize,2015,1464,1512,48,3.278688524590164
Akot,Sorgum(Jawar),2016,1320,1368,48,3.6363636363636362
Bhusaval,Wheat(Husked),2016,1548,1596,48,3.10077519379845
Bhokardan-Pimpalgaon Renu,Soybean,2015,3150,3198,48,1.5238095238095237
Indapur-Bhigwan,Rice(Paddy-Hus),2015,1413,1461,48,3.397027600849257
Rahata,Bajri,2016,1577,1625,48,3.0437539632213064
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),2016,1602,1650,48,2.9962546816479403
Jintur-Bori,Sorgum(Jawar),2014,1187,1234,47,3.9595619208087616
Devala,Sorgum(Jawar),2015,1399,1446,47,3.359542530378842
Kalvan,Maize,2016,1570,1617,47,2.9936305732484074
Pulgaon,Wheat(Husked),2015,1329,1376,47,3.5364936042136943
Ramtek,Cabbage,2015,214,261,47,21.962616822429908
Sakri,Bajri,2016,1420,1467,47,3.3098591549295775
Murud,Paddy-Unhusked,2016,1498,1545,47,3.137516688918558
Gangapur,Maize,2016,1364,1411,47,3.4457478005865103
Hingoli,Cotton,2016,4452,4499,47,1.05570530098832
Rahuri-Vambori,Soybean,2015,3146,3193,47,1.4939605848696758
Pandharpur,Maize,2014,1099,1146,47,4.276615104640582
Rahuri-Vambori,Maize,2015,1105,1152,47,4.253393665158371
Nanded,Wheat(Husked),2014,1536,1583,47,3.0598958333333335
Latur-Murud,WHEAT(HUSKED),2016,2282,2329,47,2.0595968448729183
Kopargaon,Maize,2015,1320,1367,47,3.5606060606060606
Sonpeth,Safflower,2016,2650,2697,47,1.7735849056603774
Mangalwedha,Maize,2016,1411,1458,47,3.330970942593905
Rahuri-Vambori,Bajri,2015,1398,1445,47,3.3619456366237483
Akluj,Bajri,2014,1517,1564,47,3.098220171390903
Bhusaval,Wheat(Husked),2016,1550,1597,47,3.032258064516129
Bhokardan,Sorgum(Jawar),2015,1250,1297,47,3.76
Jalna,Cotton,2015,4096,4143,47,1.1474609375
Navapur,Maize,2015,1323,1370,47,3.5525321239606953
Bhokardan-Pimpalgaon Renu,Maize,2015,1253,1300,47,3.750997605746209
Jalgaon,Sorgum(Jawar),2015,1164,1211,47,4.037800687285223
Udgir,Safflower,2016,2634,2681,47,1.7843583902809415
Yeola,Maize,2015,1213,1260,47,3.8746908491343777
Lonand,Maize,2014,1378,1425,47,3.410740203193033
Vaduj,Maize,2015,1456,1503,47,3.228021978021978
Ahmedpur,Sunflower,2016,3432,3479,47,1.3694638694638694
Mukhed,GREEN GRAM,2016,4554,4601,47,1.0320597277119017
Rahuri-Vambori,Bajri,2016,1716,1763,47,2.738927738927739
Lakhandur,Paddy-Unhusked,2016,1686,1733,47,2.7876631079478056
Pune-Pimpri,Beet Root,2016,1415,1462,47,3.3215547703180213
Jamner-Neri,Maize,2016,1325,1372,47,3.547169811320755
Partur,Bajri,2016,1541,1588,47,3.0499675535366646
Pavani,Paddy-Unhusked,2016,1928,1975,47,2.4377593360995853
Lakhandur,Green Peas (Dry),2016,2558,2605,47,1.8373729476153244
Washim,Paddy-Unhusked,2016,1200,1247,47,3.9166666666666665
Pune-Pimpri,Ground Nut Pods (Dry),2016,4024,4071,47,1.1679920477137178
Amalner,Bajri,2015,1214,1261,47,3.871499176276771
Jalgaon,Maize,2015,1107,1154,47,4.245709123757904
Wardha,Wheat(Husked),2014,1479,1526,47,3.1778228532792427
Dudhani,Bajri,2014,1068,1115,47,4.400749063670412
Bhokardan-Pimpalgaon Renu,Soybean,2014,3163,3210,47,1.4859310780904205
Palghar(Bevur),Onion,2015,1134,1181,47,4.144620811287478
Digras,Soybean,2015,3262,3309,47,1.4408338442673208
Barshi,Cabbage,2015,47,94,47,100.0
Chandur Rly.,PIGEON PEA (TUR),2016,5455,5501,46,0.843263061411549
Sailu,Wheat(Husked),2014,1490,1536,46,3.087248322147651
Rahata,Maize,2015,1322,1368,46,3.479576399394856
Digras,Wheat(Husked),2015,1534,1580,46,2.9986962190352022
Murum,Soybean,2016,3721,3767,46,1.236226820747111
Khed (Shel Pimpalgaon),Green Chilli,2015,2185,2231,46,2.1052631578947367
Shrirampur,Pigeon Pea (Tur),2016,6400,6446,46,0.71875
Paithan,Sorgum(Jawar),2015,790,836,46,5.822784810126582
Nandurbar,Soybean,2016,3639,3685,46,1.2640835394339105
Rahata,Maize,2016,1328,1374,46,3.463855421686747
Kurdwadi,Wheat(Husked),2014,1413,1459,46,3.2554847841472045
Indapur,Banana,2016,836,882,46,5.502392344497608
Barshi-Vairag,Maize,2015,1221,1267,46,3.7674037674037675
Gangakhed,Cotton,2015,4093,4139,46,1.1238700219887614
Shevgaon-Bodhegaon,Wheat(Husked),2016,1631,1677,46,2.8203556100551808
Mangalwedha,Maize,2016,1511,1557,46,3.044341495698213
Wardha,Wheat(Husked),2015,1478,1524,46,3.1123139377537212
Pune,Jaggery,2016,2610,2656,46,1.7624521072796935
Savner,WHEAT(HUSKED),2016,1651,1697,46,2.786190187764991
Pune-Pimpri,Jaggery,2016,2647,2693,46,1.7378163959199093
Sonpeth,Wheat(Husked),2014,1635,1681,46,2.8134556574923546
Newasa,Wheat(Husked),2015,1456,1502,46,3.159340659340659
Bhusaval,Sorgum(Jawar),2015,1282,1328,46,3.5881435257410295
Khamgaon,Bajri,2016,1619,1665,46,2.8412600370599135
Kej,Maize,2016,1445,1491,46,3.1833910034602075
Ambejogai,Sorgum(Jawar),2016,1612,1658,46,2.8535980148883375
Sangli-Miraj,Maize,2016,1482,1528,46,3.1039136302294197
Khed (Shel Pimpalgaon),Cluster Bean,2015,1891,1937,46,2.4325753569539925
Ramtek,Rice(Paddy-Hus),2016,1751,1797,46,2.627070245573958
Shegaon,Maize,2015,903,949,46,5.094130675526024
Sengaon,Black Gram,2015,7745,7791,46,0.5939315687540349
Savner,Wheat(Husked),2014,1367,1413,46,3.3650329188002925
Pandharpur,Gram,2016,4114,4160,46,1.118133203694701
Barshi,Flower,2014,47,93,46,97.87234042553192
Gevrai,Bhagar/Vari,2015,2354,2400,46,1.9541206457094307
Murud,Paddy-Unhusked,2016,1451,1497,46,3.1702274293590627
Lakhandur,Gram,2016,3957,4003,46,1.1624968410411929
Parbhani,Wheat(Husked),2014,1457,1503,46,3.157172271791352
Katol,Wheat(Husked),2016,1689,1734,45,2.664298401420959
Bhokardan,Sorgum(Jawar),2015,1179,1224,45,3.816793893129771
Nampur,Wheat(Husked),2016,1442,1487,45,3.1206657420249653
Jintur,Turmeric,2016,8102,8147,45,0.5554184152061219
Udgir,Soybean,2015,3221,3266,45,1.3970816516609748
Washim-Ansing,Wheat(Husked),2016,1675,1720,45,2.6865671641791047
Sangli-Miraj,Maize,2016,1576,1621,45,2.8553299492385786
Umarga,Sunflower,2015,3230,3275,45,1.3931888544891642
Bhokardan,Sorgum(Jawar),2015,1212,1257,45,3.712871287128713
Devala,Tamarind,2015,1796,1841,45,2.505567928730512
Nanded,SORGUM(JAWAR),2016,1206,1251,45,3.7313432835820897
Yeola,Maize,2016,1380,1425,45,3.260869565217391
Vaijapur,Maize,2016,1562,1607,45,2.880921895006402
Mangalwedha,Maize,2016,1691,1736,45,2.6611472501478417
Arvi,Cotton,2015,4321,4366,45,1.0414255959268688
Sangamner,Maize,2015,1355,1400,45,3.321033210332103
Kille Dharur,Wheat(Husked),2016,1743,1788,45,2.5817555938037864
Kalamb (Os),Safflower,2016,2495,2540,45,1.8036072144288577
Jamner,Maize,2016,1612,1657,45,2.791563275434243
Arjuni Morgaon,Paddy-Unhusked,2015,1492,1537,45,3.0160857908847185
Shirur,Green Gram,2016,6373,6418,45,0.7061038757257179
Sillod-Bharadi,Maize,2016,1428,1473,45,3.1512605042016806
Palghar(Bevur),Paddy-Unhusked,2016,1410,1455,45,3.1914893617021276
Ashti (Wardha),Cotton,2015,4598,4643,45,0.97868638538495
Varud-Rajura Bazar,Maize,2016,1361,1406,45,3.3063923585598824
Jalgaon,Sorgum(Jawar),2015,1262,1307,45,3.565768621236133
Kurdwadi,Bajri,2016,1249,1294,45,3.602882305844676
Rahata,Maize,2015,1217,1262,45,3.697617091207888
Armori,Paddy-Unhusked,2015,1498,1543,45,3.0040053404539386
Barshi,Flower,2015,55,100,45,81.81818181818181
Atpadi,MAIZE,2016,1390,1435,45,3.237410071942446
Gevrai,Maize,2016,1303,1348,45,3.453568687643899
Dudhani,Wheat(Husked),2015,1490,1535,45,3.0201342281879193
Lakhandur,Green Gram,2016,5695,5740,45,0.7901668129938543
